sale_price,created_at,category,gender,hour,day_type
1.75,2025-03-08 15:21:17+00:00,Intimates,F,15,Weekend
1.75,2024-10-12 15:03:01+00:00,Intimates,F,15,Weekend
1.75,2023-02-14 14:07:12+00:00,Intimates,F,14,Weekday
1.75,2025-06-04 14:24:13+00:00,Intimates,F,14,Weekday
1.75,2025-09-24 05:43:32+00:00,Intimates,F,5,Weekday
1.8200000524520876,2024-09-06 08:03:17+00:00,Plus,F,8,Weekday
1.8200000524520876,2023-01-16 18:08:33+00:00,Plus,F,18,Weekday
1.8200000524520876,2021-08-13 20:13:31+00:00,Plus,F,20,Weekday
1.8200000524520876,2023-09-07 13:54:44+00:00,Accessories,F,13,Weekday
1.8200000524520876,2025-12-21 19:03:38+00:00,Plus,F,19,Weekend
1.8200000524520876,2024-06-10 19:38:54+00:00,Plus,F,19,Weekday
1.8200000524520876,2025-12-29 20:33:26+00:00,Plus,F,20,Weekday
1.8200000524520876,2026-02-19 06:56:30+00:00,Accessories,F,6,Weekday
1.8200000524520876,2020-04-29 02:58:46+00:00,Plus,F,2,Weekday
1.8200000524520876,2021-11-05 15:05:32+00:00,Accessories,F,15,Weekday
1.8200000524520876,2024-11-10 12:03:43+00:00,Accessories,F,12,Weekend
1.8200000524520876,2023-06-30 03:36:30+00:00,Plus,F,3,Weekday
1.8200000524520876,2023-06-12 02:14:03+00:00,Plus,F,2,Weekday
1.8200000524520876,2025-05-13 14:47:18+00:00,Plus,F,14,Weekday
1.8200000524520876,2026-02-22 12:26:29+00:00,Accessories,F,12,Weekend
1.8200000524520876,2022-10-30 02:50:02+00:00,Plus,F,2,Weekend
1.8200000524520876,2024-02-01 02:30:12+00:00,Accessories,F,2,Weekday
1.950000047683716,2025-08-05 05:42:26+00:00,Socks & Hosiery,F,5,Weekday
1.950000047683716,2023-07-10 11:36:52+00:00,Socks & Hosiery,F,11,Weekday
1.950000047683716,2024-03-28 10:26:26+00:00,Socks & Hosiery,F,10,Weekday
1.950000047683716,2025-10-28 14:46:10+00:00,Active,F,14,Weekday
1.950000047683716,2024-12-14 06:45:22+00:00,Socks & Hosiery,F,6,Weekend
1.950000047683716,2024-05-23 18:20:20+00:00,Socks & Hosiery,F,18,Weekday
1.950000047683716,2025-04-13 20:36:14+00:00,Active,F,20,Weekend
1.950000047683716,2022-03-28 23:33:54+00:00,Socks & Hosiery,F,23,Weekday
1.950000047683716,2022-09-20 21:52:29+00:00,Socks & Hosiery,F,21,Weekday
1.950000047683716,2022-06-09 01:20:13+00:00,Socks & Hosiery,F,1,Weekday
1.950000047683716,2026-02-26 23:25:06+00:00,Socks & Hosiery,F,23,Weekday
1.950000047683716,2026-02-27 23:11:08+00:00,Active,F,23,Weekday
1.950000047683716,2025-02-23 09:58:41+00:00,Active,F,9,Weekend
1.950000047683716,2025-10-05 14:26:50+00:00,Socks & Hosiery,F,14,Weekend
1.950000047683716,2025-09-14 07:43:29+00:00,Socks & Hosiery,F,7,Weekend
1.950000047683716,2025-01-18 08:18:55+00:00,Socks & Hosiery,F,8,Weekend
1.950000047683716,2023-12-09 03:20:35+00:00,Socks & Hosiery,F,3,Weekend
1.950000047683716,2023-10-30 22:38:21+00:00,Active,F,22,Weekday
1.950000047683716,2025-08-03 04:06:25+00:00,Socks & Hosiery,F,4,Weekend
1.950000047683716,2022-05-18 10:17:08+00:00,Socks & Hosiery,F,10,Weekday
1.950000047683716,2025-05-04 16:15:16+00:00,Active,F,16,Weekend
1.950000047683716,2026-02-16 18:15:14+00:00,Socks & Hosiery,F,18,Weekday
1.9800000190734863,2022-09-23 20:18:04+00:00,Maternity,F,20,Weekday
2.5,2025-09-22 18:04:18+00:00,Accessories,F,18,Weekday
2.5,2023-11-10 11:06:20+00:00,Accessories,F,11,Weekday
2.5,2024-11-21 06:50:56+00:00,Accessories,F,6,Weekday
2.5,2022-02-04 06:04:38+00:00,Accessories,F,6,Weekday
2.5,2026-02-23 03:24:15+00:00,Accessories,F,3,Weekday
2.5,2022-07-06 09:42:15+00:00,Accessories,F,9,Weekday
2.5,2024-09-02 06:57:27+00:00,Accessories,F,6,Weekday
2.5899999141693115,2025-07-07 12:39:15+00:00,Accessories,M,12,Weekday
2.5899999141693115,2024-08-02 10:33:42+00:00,Accessories,M,10,Weekday
2.5899999141693115,2023-10-20 03:59:56+00:00,Accessories,M,3,Weekday
2.5899999141693115,2019-11-11 02:41:40+00:00,Accessories,M,2,Weekday
2.5899999141693115,2026-01-19 08:57:50+00:00,Accessories,M,8,Weekday
2.5899999141693115,2024-02-21 10:48:36+00:00,Accessories,M,10,Weekday
2.6700000762939453,2025-01-29 11:44:17+00:00,Plus,F,11,Weekday
2.6700000762939453,2025-01-29 00:05:22+00:00,Plus,F,0,Weekday
2.6700000762939453,2024-08-19 08:36:09+00:00,Accessories,F,8,Weekday
2.6700000762939453,2025-04-16 16:09:45+00:00,Plus,F,16,Weekday
2.6700000762939453,2025-11-27 23:53:00+00:00,Plus,F,23,Weekday
2.6700000762939453,2025-04-24 03:39:10+00:00,Accessories,F,3,Weekday
2.6700000762939453,2024-09-04 14:04:57+00:00,Plus,F,14,Weekday
2.6700000762939453,2022-06-15 08:56:45+00:00,Plus,F,8,Weekday
2.6700000762939453,2024-10-22 10:46:07+00:00,Plus,F,10,Weekday
2.6700000762939453,2023-07-31 06:38:21+00:00,Accessories,F,6,Weekday
2.6700000762939453,2023-02-24 18:06:42+00:00,Accessories,F,18,Weekday
2.7799999713897705,2023-08-27 22:34:38+00:00,Accessories,M,22,Weekend
2.7799999713897705,2026-01-22 01:05:22+00:00,Accessories,M,1,Weekday
2.7799999713897705,2024-07-09 23:27:51+00:00,Accessories,M,23,Weekday
2.7799999713897705,2021-12-13 14:46:45+00:00,Accessories,M,14,Weekday
2.7799999713897705,2025-06-19 08:35:30+00:00,Accessories,M,8,Weekday
2.7799999713897705,2025-05-29 12:33:13+00:00,Accessories,M,12,Weekday
2.7799999713897705,2023-07-15 07:05:07+00:00,Accessories,M,7,Weekend
2.7799999713897705,2023-05-23 15:45:27+00:00,Accessories,M,15,Weekday
2.7799999713897705,2025-02-27 23:45:06+00:00,Accessories,M,23,Weekday
2.7799999713897705,2025-12-14 07:42:08+00:00,Accessories,M,7,Weekend
2.799999952316284,2022-03-02 23:38:50+00:00,Accessories,M,23,Weekday
2.799999952316284,2025-06-25 07:23:35+00:00,Accessories,M,7,Weekday
2.799999952316284,2025-06-24 00:45:47+00:00,Accessories,M,0,Weekday
2.799999952316284,2026-02-10 01:46:07+00:00,Accessories,M,1,Weekday
2.799999952316284,2021-11-09 16:23:37+00:00,Accessories,M,16,Weekday
2.799999952316284,2023-06-30 17:06:30+00:00,Accessories,M,17,Weekday
2.950000047683716,2026-02-13 20:49:13+00:00,Accessories,F,20,Weekday
2.950000047683716,2021-08-27 22:11:54+00:00,Accessories,M,22,Weekday
2.950000047683716,2025-12-25 07:02:00+00:00,Accessories,M,7,Weekday
2.950000047683716,2025-11-22 08:02:46+00:00,Plus,F,8,Weekend
2.950000047683716,2025-08-20 03:04:51+00:00,Accessories,M,3,Weekday
2.950000047683716,2022-12-12 02:11:20+00:00,Accessories,F,2,Weekday
2.950000047683716,2021-08-13 00:54:28+00:00,Socks & Hosiery,F,0,Weekday
2.950000047683716,2024-10-30 11:52:37+00:00,Plus,F,11,Weekday
2.950000047683716,2021-12-15 18:35:18+00:00,Plus,F,18,Weekday
2.950000047683716,2023-09-10 10:55:20+00:00,Accessories,F,10,Weekend
2.950000047683716,2025-06-23 13:35:59+00:00,Plus,F,13,Weekday
2.950000047683716,2021-10-10 00:24:03+00:00,Accessories,M,0,Weekend
2.950000047683716,2024-07-25 16:17:45+00:00,Accessories,M,16,Weekday
2.950000047683716,2021-12-13 13:59:01+00:00,Accessories,M,13,Weekday
2.950000047683716,2025-01-13 17:46:07+00:00,Accessories,M,17,Weekday
2.950000047683716,2024-07-23 14:27:32+00:00,Plus,F,14,Weekday
2.950000047683716,2026-03-02 23:48:39+00:00,Accessories,F,23,Weekday
2.950000047683716,2025-06-16 17:46:48+00:00,Accessories,F,17,Weekday
2.950000047683716,2025-04-12 00:41:21+00:00,Accessories,M,0,Weekend
2.950000047683716,2025-04-30 06:09:39+00:00,Accessories,M,6,Weekday
2.950000047683716,2024-05-19 17:14:43+00:00,Accessories,M,17,Weekend
2.950000047683716,2023-06-13 13:09:14+00:00,Accessories,F,13,Weekday
2.950000047683716,2026-02-03 22:37:44+00:00,Accessories,M,22,Weekday
2.950000047683716,2025-11-28 10:35:17+00:00,Accessories,M,10,Weekday
2.950000047683716,2025-11-10 18:19:47+00:00,Accessories,M,18,Weekday
2.950000047683716,2025-10-17 09:09:51+00:00,Plus,F,9,Weekday
2.950000047683716,2025-10-06 01:56:31+00:00,Accessories,M,1,Weekday
2.950000047683716,2022-09-11 21:33:10+00:00,Socks & Hosiery,F,21,Weekend
2.950000047683716,2026-02-27 16:33:27+00:00,Accessories,M,16,Weekday
2.950000047683716,2023-11-16 09:19:17+00:00,Accessories,F,9,Weekday
2.950000047683716,2021-08-18 01:57:52+00:00,Plus,F,1,Weekday
2.950000047683716,2024-02-14 09:59:04+00:00,Accessories,F,9,Weekday
2.950000047683716,2020-02-10 16:31:11+00:00,Plus,F,16,Weekday
2.950000047683716,2022-04-07 12:47:58+00:00,Accessories,M,12,Weekday
2.950000047683716,2023-08-08 03:28:21+00:00,Accessories,F,3,Weekday
2.950000047683716,2025-05-27 08:51:18+00:00,Accessories,M,8,Weekday
2.950000047683716,2024-05-04 01:35:40+00:00,Accessories,M,1,Weekend
2.950000047683716,2021-09-06 14:06:02+00:00,Accessories,F,14,Weekday
2.950000047683716,2024-08-25 12:14:22+00:00,Accessories,M,12,Weekend
2.950000047683716,2025-09-08 07:18:08+00:00,Accessories,F,7,Weekday
2.950000047683716,2026-02-03 18:23:58+00:00,Accessories,M,18,Weekday
2.950000047683716,2022-11-08 05:22:08+00:00,Accessories,M,5,Weekday
2.950000047683716,2026-03-03 15:54:06+00:00,Accessories,M,15,Weekday
2.950000047683716,2024-12-08 03:18:35+00:00,Accessories,M,3,Weekend
2.950000047683716,2020-09-08 02:32:46+00:00,Accessories,M,2,Weekday
2.950000047683716,2025-11-14 20:16:30+00:00,Accessories,M,20,Weekday
2.950000047683716,2025-05-15 20:54:51+00:00,Plus,F,20,Weekday
2.950000047683716,2021-02-03 01:43:51+00:00,Plus,F,1,Weekday
2.950000047683716,2023-02-23 17:08:06+00:00,Accessories,M,17,Weekday
2.950000047683716,2025-08-24 11:50:29+00:00,Plus,F,11,Weekend
2.950000047683716,2021-05-24 15:46:42+00:00,Accessories,M,15,Weekday
2.950000047683716,2021-04-08 22:10:00+00:00,Accessories,M,22,Weekday
2.950000047683716,2024-08-13 17:16:23+00:00,Plus,F,17,Weekday
2.950000047683716,2025-08-30 08:29:27+00:00,Accessories,M,8,Weekend
2.950000047683716,2025-01-24 01:24:42+00:00,Accessories,M,1,Weekday
2.950000047683716,2022-11-05 06:58:48+00:00,Accessories,M,6,Weekend
2.950000047683716,2024-03-13 23:50:00+00:00,Plus,F,23,Weekday
2.950000047683716,2024-02-06 23:52:19+00:00,Accessories,M,23,Weekday
2.950000047683716,2022-05-05 05:28:48+00:00,Socks & Hosiery,F,5,Weekday
2.950000047683716,2022-08-22 16:56:29+00:00,Plus,F,16,Weekday
2.950000047683716,2022-07-08 04:55:38+00:00,Accessories,M,4,Weekday
2.950000047683716,2025-11-28 08:25:28+00:00,Accessories,M,8,Weekday
2.950000047683716,2020-02-12 10:51:32+00:00,Accessories,M,10,Weekday
2.950000047683716,2024-11-14 21:46:35+00:00,Accessories,M,21,Weekday
2.950000047683716,2021-09-01 14:43:50+00:00,Accessories,F,14,Weekday
2.950000047683716,2025-02-26 15:26:39+00:00,Accessories,M,15,Weekday
2.950000047683716,2023-02-25 11:06:25+00:00,Accessories,M,11,Weekend
2.950000047683716,2024-12-31 18:30:37+00:00,Accessories,F,18,Weekday
2.950000047683716,2025-11-15 23:49:38+00:00,Accessories,M,23,Weekend
2.950000047683716,2024-08-16 12:57:24+00:00,Plus,F,12,Weekday
2.950000047683716,2025-06-05 12:04:41+00:00,Accessories,M,12,Weekday
2.950000047683716,2019-12-18 23:47:54+00:00,Accessories,M,23,Weekday
2.950000047683716,2025-07-11 07:28:31+00:00,Accessories,M,7,Weekday
2.950000047683716,2022-08-21 02:27:39+00:00,Plus,F,2,Weekend
2.950000047683716,2025-07-25 18:10:36+00:00,Accessories,M,18,Weekday
2.950000047683716,2025-08-20 18:57:28+00:00,Accessories,M,18,Weekday
2.990000009536743,2021-06-16 21:27:30+00:00,Intimates,F,21,Weekday
2.990000009536743,2025-09-02 15:30:21+00:00,Plus,F,15,Weekday
2.990000009536743,2025-07-02 15:34:56+00:00,Intimates,F,15,Weekday
2.990000009536743,2023-08-12 14:28:04+00:00,Intimates,F,14,Weekend
2.990000009536743,2025-02-13 11:20:59+00:00,Intimates,F,11,Weekday
2.990000009536743,2024-09-01 09:50:04+00:00,Plus,F,9,Weekend
2.990000009536743,2021-05-22 23:37:31+00:00,Socks,M,23,Weekend
2.990000009536743,2026-02-09 00:28:14+00:00,Intimates,F,0,Weekday
2.990000009536743,2025-03-16 15:07:30+00:00,Intimates,F,15,Weekend
2.990000009536743,2025-04-18 18:20:04+00:00,Intimates,F,18,Weekday
2.990000009536743,2025-03-02 09:24:29+00:00,Socks,M,9,Weekend
2.990000009536743,2024-03-14 11:03:42+00:00,Accessories,M,11,Weekday
2.990000009536743,2023-07-03 16:25:58+00:00,Accessories,M,16,Weekday
2.990000009536743,2025-08-24 18:18:02+00:00,Intimates,F,18,Weekend
2.990000009536743,2024-05-16 07:07:11+00:00,Intimates,F,7,Weekday
2.990000009536743,2026-02-28 21:28:13+00:00,Socks,M,21,Weekend
2.990000009536743,2025-11-10 18:05:07+00:00,Accessories,M,18,Weekday
2.990000009536743,2023-04-24 08:19:08+00:00,Intimates,F,8,Weekday
2.990000009536743,2025-01-22 04:54:43+00:00,Plus,F,4,Weekday
2.990000009536743,2024-10-11 16:27:19+00:00,Intimates,F,16,Weekday
2.990000009536743,2026-03-03 05:43:10+00:00,Socks,M,5,Weekday
2.990000009536743,2022-11-06 17:31:41+00:00,Intimates,F,17,Weekend
2.990000009536743,2022-01-04 15:53:29+00:00,Plus,F,15,Weekday
2.990000009536743,2022-10-05 13:17:54+00:00,Socks,M,13,Weekday
2.990000009536743,2025-08-27 18:25:24+00:00,Intimates,F,18,Weekday
2.990000009536743,2025-12-01 17:36:27+00:00,Intimates,F,17,Weekday
2.990000009536743,2024-05-04 01:01:58+00:00,Sleep & Lounge,F,1,Weekend
2.990000009536743,2025-02-28 06:05:32+00:00,Intimates,F,6,Weekday
2.990000009536743,2023-04-29 08:24:41+00:00,Intimates,F,8,Weekend
2.990000009536743,2024-07-10 19:23:47+00:00,Intimates,F,19,Weekday
2.990000009536743,2022-05-14 05:54:38+00:00,Intimates,F,5,Weekend
2.990000009536743,2024-10-12 07:54:25+00:00,Intimates,F,7,Weekend
2.990000009536743,2025-05-08 16:22:02+00:00,Sleep & Lounge,F,16,Weekday
2.990000009536743,2022-01-09 07:24:31+00:00,Socks,M,7,Weekend
2.990000009536743,2023-10-06 06:43:33+00:00,Socks,M,6,Weekday
2.990000009536743,2026-02-14 20:57:02+00:00,Intimates,F,20,Weekend
2.990000009536743,2024-04-02 20:58:41+00:00,Intimates,F,20,Weekday
2.990000009536743,2024-05-24 14:25:27+00:00,Intimates,F,14,Weekday
2.990000009536743,2023-06-27 09:17:43+00:00,Plus,F,9,Weekday
2.990000009536743,2025-07-06 14:17:17+00:00,Intimates,F,14,Weekend
2.990000009536743,2024-09-08 10:13:18+00:00,Plus,F,10,Weekend
2.990000009536743,2024-07-14 23:48:34+00:00,Plus,F,23,Weekend
2.990000009536743,2023-12-09 02:39:56+00:00,Accessories,M,2,Weekend
2.990000009536743,2024-01-22 13:28:37+00:00,Intimates,F,13,Weekday
2.990000009536743,2025-07-28 18:45:28+00:00,Sleep & Lounge,F,18,Weekday
2.990000009536743,2024-10-11 05:04:22+00:00,Intimates,F,5,Weekday
2.990000009536743,2026-02-20 10:11:23+00:00,Socks,M,10,Weekday
2.990000009536743,2026-01-07 16:52:51+00:00,Accessories,M,16,Weekday
2.990000009536743,2024-08-31 21:06:17+00:00,Plus,F,21,Weekend
2.990000009536743,2023-01-12 06:08:34+00:00,Plus,F,6,Weekday
2.990000009536743,2025-12-15 05:01:03+00:00,Socks,M,5,Weekday
2.990000009536743,2025-06-16 22:15:40+00:00,Plus,F,22,Weekday
2.990000009536743,2020-09-27 10:42:22+00:00,Intimates,F,10,Weekend
2.990000009536743,2023-10-20 14:09:59+00:00,Accessories,M,14,Weekday
2.990000009536743,2024-06-09 17:19:40+00:00,Intimates,F,17,Weekend
3.0,2025-05-30 17:17:10+00:00,Accessories,M,17,Weekday
3.0,2025-01-11 10:02:08+00:00,Accessories,M,10,Weekend
3.0,2025-10-25 00:54:13+00:00,Accessories,M,0,Weekend
3.0,2025-04-08 01:01:01+00:00,Accessories,M,1,Weekday
3.0,2023-08-27 21:25:55+00:00,Accessories,M,21,Weekend
3.0,2024-06-19 02:12:45+00:00,Accessories,M,2,Weekday
3.0,2021-03-10 11:11:21+00:00,Accessories,M,11,Weekday
3.0,2024-02-25 14:20:36+00:00,Accessories,M,14,Weekend
3.0,2024-07-13 06:43:52+00:00,Accessories,M,6,Weekend
3.0,2025-09-24 02:40:48+00:00,Accessories,M,2,Weekday
3.0899999141693115,2025-08-10 11:49:37+00:00,Accessories,M,11,Weekend
3.0899999141693115,2026-02-22 08:40:52+00:00,Accessories,M,8,Weekend
3.0899999141693115,2021-06-10 08:14:57+00:00,Accessories,M,8,Weekday
3.0899999141693115,2025-02-08 09:48:19+00:00,Accessories,M,9,Weekend
3.0899999141693115,2024-11-25 04:53:28+00:00,Accessories,M,4,Weekday
3.0899999141693115,2020-11-05 06:24:19+00:00,Accessories,M,6,Weekday
3.0899999141693115,2025-11-01 15:50:36+00:00,Accessories,M,15,Weekend
3.0899999141693115,2025-03-13 09:42:00+00:00,Accessories,M,9,Weekday
3.0899999141693115,2023-06-14 22:44:11+00:00,Accessories,M,22,Weekday
3.0899999141693115,2025-10-22 22:15:44+00:00,Accessories,M,22,Weekday
3.1099998950958248,2025-04-08 12:05:56+00:00,Tops & Tees,F,12,Weekday
3.1099998950958248,2024-12-22 00:53:34+00:00,Tops & Tees,F,0,Weekend
3.1099998950958248,2025-04-13 23:51:24+00:00,Tops & Tees,F,23,Weekend
3.1099998950958248,2023-06-10 03:33:42+00:00,Tops & Tees,F,3,Weekend
3.1099998950958248,2022-09-19 09:26:47+00:00,Tops & Tees,F,9,Weekday
3.1099998950958248,2022-02-16 07:11:29+00:00,Tops & Tees,F,7,Weekday
3.1099998950958248,2025-05-30 17:45:44+00:00,Tops & Tees,F,17,Weekday
3.1700000762939453,2023-01-24 01:41:05+00:00,Plus,F,1,Weekday
3.1700000762939453,2024-12-25 22:08:04+00:00,Plus,F,22,Weekday
3.1700000762939453,2025-09-10 01:02:24+00:00,Accessories,F,1,Weekday
3.1700000762939453,2025-05-16 15:39:39+00:00,Plus,F,15,Weekday
3.1700000762939453,2021-03-15 12:38:43+00:00,Accessories,F,12,Weekday
3.1700000762939453,2023-06-07 07:25:55+00:00,Plus,F,7,Weekday
3.1700000762939453,2022-12-07 07:15:28+00:00,Accessories,F,7,Weekday
3.1700000762939453,2024-09-27 13:16:58+00:00,Plus,F,13,Weekday
3.1700000762939453,2021-07-26 23:13:18+00:00,Plus,F,23,Weekday
3.1700000762939453,2020-04-09 16:04:24+00:00,Accessories,F,16,Weekday
3.1700000762939453,2025-02-16 07:30:19+00:00,Plus,F,7,Weekend
3.200000047683716,2026-02-13 21:47:08+00:00,Socks & Hosiery,F,21,Weekday
3.200000047683716,2024-06-02 10:19:45+00:00,Socks & Hosiery,F,10,Weekend
3.200000047683716,2024-11-24 19:47:33+00:00,Socks & Hosiery,F,19,Weekend
3.25,2025-05-22 15:46:49+00:00,Accessories,M,15,Weekday
3.25,2023-02-15 15:14:18+00:00,Accessories,M,15,Weekday
3.25,2024-02-27 05:38:19+00:00,Accessories,M,5,Weekday
3.25,2025-07-29 06:35:16+00:00,Accessories,M,6,Weekday
3.25,2022-08-28 10:14:28+00:00,Accessories,M,10,Weekend
3.2799999713897705,2026-02-08 08:16:22+00:00,Intimates,F,8,Weekend
3.2799999713897705,2022-04-09 06:44:54+00:00,Intimates,F,6,Weekend
3.2799999713897705,2023-05-13 09:09:43+00:00,Intimates,F,9,Weekend
3.2799999713897705,2024-04-05 20:42:23+00:00,Intimates,F,20,Weekday
3.2799999713897705,2024-12-09 09:22:44+00:00,Intimates,F,9,Weekday
3.2799999713897705,2026-01-03 13:37:07+00:00,Intimates,F,13,Weekend
3.2799999713897705,2024-05-04 09:36:50+00:00,Intimates,F,9,Weekend
3.2799999713897705,2024-06-12 12:31:48+00:00,Intimates,F,12,Weekday
3.2799999713897705,2025-11-26 17:47:16+00:00,Intimates,F,17,Weekday
3.2799999713897705,2026-01-13 22:26:17+00:00,Intimates,F,22,Weekday
3.2799999713897705,2025-04-21 17:17:02+00:00,Intimates,F,17,Weekday
3.2799999713897705,2024-09-30 12:05:14+00:00,Intimates,F,12,Weekday
3.2799999713897705,2024-09-12 08:52:28+00:00,Intimates,F,8,Weekday
3.2799999713897705,2025-02-19 12:11:50+00:00,Intimates,F,12,Weekday
3.2799999713897705,2024-10-23 09:24:04+00:00,Intimates,F,9,Weekday
3.289999961853028,2026-03-02 06:50:00+00:00,Accessories,M,6,Weekday
3.289999961853028,2023-05-21 07:49:51+00:00,Accessories,M,7,Weekend
3.289999961853028,2019-05-20 06:30:05+00:00,Accessories,M,6,Weekday
3.289999961853028,2022-12-18 21:12:57+00:00,Accessories,M,21,Weekend
3.289999961853028,2025-10-08 09:50:44+00:00,Accessories,M,9,Weekday
3.289999961853028,2020-09-29 01:31:34+00:00,Accessories,M,1,Weekday
3.289999961853028,2024-06-10 20:11:09+00:00,Accessories,M,20,Weekday
3.289999961853028,2025-08-15 10:58:49+00:00,Accessories,M,10,Weekday
3.289999961853028,2025-10-10 16:00:26+00:00,Accessories,M,16,Weekday
3.289999961853028,2024-02-03 03:34:42+00:00,Accessories,M,3,Weekend
3.289999961853028,2024-08-20 01:10:28+00:00,Accessories,M,1,Weekday
3.289999961853028,2020-03-18 03:37:40+00:00,Accessories,M,3,Weekday
3.289999961853028,2026-01-09 14:34:56+00:00,Accessories,M,14,Weekday
3.289999961853028,2022-09-05 10:30:33+00:00,Accessories,M,10,Weekday
3.289999961853028,2023-04-24 10:58:12+00:00,Accessories,M,10,Weekday
3.289999961853028,2023-08-16 17:56:30+00:00,Accessories,M,17,Weekday
3.369999885559082,2026-01-15 02:42:18+00:00,Intimates,F,2,Weekday
3.369999885559082,2023-02-02 20:06:50+00:00,Intimates,F,20,Weekday
3.369999885559082,2025-07-18 19:01:02+00:00,Intimates,F,19,Weekday
3.369999885559082,2026-02-28 17:26:28.548557+00:00,Intimates,F,17,Weekend
3.390000104904175,2021-06-03 07:42:46+00:00,Socks & Hosiery,F,7,Weekday
3.390000104904175,2025-09-03 22:09:32+00:00,Intimates,F,22,Weekday
3.390000104904175,2026-02-16 07:36:38+00:00,Socks & Hosiery,F,7,Weekday
3.390000104904175,2024-11-03 18:42:04+00:00,Intimates,F,18,Weekend
3.390000104904175,2025-06-14 09:32:47+00:00,Socks & Hosiery,F,9,Weekend
3.390000104904175,2022-09-03 20:57:23+00:00,Socks & Hosiery,F,20,Weekend
3.390000104904175,2026-01-21 22:17:53+00:00,Intimates,F,22,Weekday
3.390000104904175,2024-09-08 18:28:05+00:00,Intimates,F,18,Weekend
3.390000104904175,2022-08-11 04:03:20+00:00,Socks & Hosiery,F,4,Weekday
3.400000095367432,2025-02-26 08:23:30+00:00,Plus,F,8,Weekday
3.400000095367432,2022-05-25 08:31:59+00:00,Plus,F,8,Weekday
3.400000095367432,2023-04-20 12:57:57+00:00,Accessories,F,12,Weekday
3.400000095367432,2024-02-11 09:46:58+00:00,Plus,F,9,Weekend
3.400000095367432,2023-04-18 02:29:36+00:00,Plus,F,2,Weekday
3.400000095367432,2025-11-15 08:45:19+00:00,Accessories,F,8,Weekend
3.400000095367432,2025-12-04 18:58:34+00:00,Accessories,F,18,Weekday
3.400000095367432,2022-12-04 02:04:56+00:00,Plus,F,2,Weekend
3.4600000381469727,2026-01-19 21:46:09+00:00,Accessories,M,21,Weekday
3.4600000381469727,2026-02-23 21:11:05+00:00,Accessories,M,21,Weekday
3.4600000381469727,2020-11-01 01:42:39+00:00,Accessories,M,1,Weekend
3.4600000381469727,2024-11-03 07:18:47+00:00,Accessories,M,7,Weekend
3.4600000381469727,2026-03-06 16:38:24.789265+00:00,Accessories,M,16,Weekday
3.4600000381469727,2024-09-12 16:51:38+00:00,Accessories,M,16,Weekday
3.4600000381469727,2022-10-29 20:47:50+00:00,Accessories,M,20,Weekend
3.4800000190734863,2025-07-10 09:48:47+00:00,Accessories,M,9,Weekday
3.4800000190734863,2024-11-20 09:03:05+00:00,Accessories,M,9,Weekday
3.4800000190734863,2021-04-07 05:48:30+00:00,Accessories,M,5,Weekday
3.4800000190734863,2019-11-25 18:46:55+00:00,Accessories,M,18,Weekday
3.4800000190734863,2025-11-22 09:51:38+00:00,Accessories,M,9,Weekend
3.5,2024-12-10 10:14:08+00:00,Accessories,M,10,Weekday
